课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123013, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113009, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123010, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113020, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113012, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113019, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123001, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113023, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123030, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123030, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113020, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113012, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123019, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113011, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113009, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123020, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123029, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123010, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123010, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113025, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113007, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123005, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113019, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113020, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113012, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113035M, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123019, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113009, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123026, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123019, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123017, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123005, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123001, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123016, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811123005, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113028, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113019, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123007, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123016, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123017, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113007, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123020, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113011, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123013, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113018, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113012, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113008, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113025, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113016, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113031, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123013, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113018, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123029, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123026, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123030, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113011, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113023, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113029, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123013, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123019, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113022, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123005, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123018, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113012, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113024, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123025, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113020, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123026, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113025, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113028, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113021, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123005, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123017, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113002, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113026, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113019, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123022, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123019, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113013, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123001, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123007, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123017, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123020, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123010, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113011, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123007, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113006, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113033, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123017, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123003, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113009, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113026, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113008, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113021, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113004, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113015, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113028, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123016, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113009, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123027, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113014, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113017, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113006, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113008, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123020, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201711133020, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123013, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811113008, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123004, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123015, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123006, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113003, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123021, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123026, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113026, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811123012, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.827734
课程：python, 学号：201811123030, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123002, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113035M, 时间：2019-04-29T16:15:32.820730
课程：python, 学号：201811113001, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123023, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811113023, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811123009, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113021, 时间：2019-04-29T16:15:32.829729
课程：python, 学号：201811113028, 时间：2019-04-29T16:15:32.825732
课程：python, 学号：201811123014, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113034M, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811113032, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123028, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123024, 时间：2019-04-29T16:15:32.824728
课程：python, 学号：201811113030, 时间：2019-04-29T16:15:32.821730
课程：python, 学号：201811123007, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811113010, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.819730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.826728
课程：python, 学号：201811113027, 时间：2019-04-29T16:15:32.818728
课程：python, 学号：201811113023, 时间：2019-04-29T16:15:32.822728
课程：python, 学号：201811123011, 时间：2019-04-29T16:15:32.828730
课程：python, 学号：201811113005, 时间：2019-04-29T16:15:32.823730
课程：python, 学号：201811123008, 时间：2019-04-29T16:15:32.821730
